return_id,credit_note_number,order_id,order_line_id,outlet_id,product_id,return_date,return_qty,qty_uom,return_reason_code,credit_note_value_inr,approved_by,approval_date,disposition,status
9682,CN0009682,35461,216764,148,15,2025-09-15,-4.0,CASE,RT05_OVERSUPPLY,3931.55,AUTO,,SCRAP,PENDING
9683,CN0009683,27499,168577,530,177,2025-07-28,7.0,CASE,RT04_QUALITY,351.73,AUTO,,SCRAP,APPROVED
9684,CN0009684,5617,34379,408,203,2025-02-23,7.0,CASE,RT01_NEAR_EXPIRY,1216.42,ASM,,VENDOR_RECOVERY,APPROVED
9685,CN0009685,75961,464190,459,65,2026-05-18,8.0,CASE,RT02_DAMAGE_TRANSIT,44.57,AUTO,,VENDOR_RECOVERY,APPROVED
9686,CN0009686,6670,40860,171,26,2025-03-04,1.0,EACH,RT02_DAMAGE_TRANSIT,35.4,RSM,,VENDOR_RECOVERY,PENDING
9687,CN0009687,75707,462605,345,16,2026-06-05,6.0,EACH,RT03_WRONG_SKU,124.15,RSM,,VENDOR_RECOVERY,REJECTED
9688,CN0009688,19669,120671,291,93,2025-05-25,28.0,EACH,RT02_DAMAGE_TRANSIT,133.84,RSM,,SCRAP,APPROVED
9689,CN0009689,13456,82702,707,234,2025-04-09,1.0,CASE,RT02_DAMAGE_TRANSIT,668.37,AUTO,,SCRAP,APPROVED
9690,CN0009690,64220,392781,226,73,2026-02-28,3.0,EACH,RT01_NEAR_EXPIRY,69.32,RSM,,SCRAP,PENDING
9691,CN0009691,37659,229947,419,79,2025-09-21,1.0,CASE,RT01_NEAR_EXPIRY,907.5,AUTO,,SCRAP,APPROVED
9692,CN0009692,7226,44295,687,301,2025-03-10,1.0,CASE,RT01_NEAR_EXPIRY,153.84,AUTO,,SCRAP,PENDING
9693,CN0009693,7908,48600,347,231,2025-03-16,1.0,CASE,RT01_NEAR_EXPIRY,925.27,RSM,,SCRAP,APPROVED
9694,CN0009694,16710,102502,250,333,2025-05-15,1.0,CASE,RT06_COLD_CHAIN_BREACH,1977.55,RSM,,RESTOCK,REJECTED
9695,CN0009695,71792,439061,118,332,2026-04-23,5.0,CASE,RT02_DAMAGE_TRANSIT,1007.43,RSM,,SCRAP,APPROVED
9696,CN0009696,66202,404793,202,277,2026-03-17,2.0,CASE,RT01_NEAR_EXPIRY,979.61,AUTO,,VENDOR_RECOVERY,PENDING
9697,CN0009697,76208,465726,430,16,2026-05-21,4.0,CASE,RT01_NEAR_EXPIRY,186.36,AUTO,,SCRAP,REJECTED
9698,CN0009698,34384,210251,153,46,2025-08-17,3.0,CASE,RT01_NEAR_EXPIRY,866.97,AUTO,,SCRAP,APPROVED
9699,CN0009699,6733,41240,603,311,2025-02-21,6.0,CASE,RT01_NEAR_EXPIRY,291.44,AUTO,,SCRAP,PENDING
9700,CN0009700,13272,81538,296,332,2025-04-23,1.0,CASE,RT04_QUALITY,1146.01,ASM,,SCRAP,PENDING
9701,CN0009701,64493,394434,416,18,2026-03-25,3.0,CASE,RT01_NEAR_EXPIRY,2678.65,AUTO,,SCRAP,REJECTED
9702,CN0009702,13311,81812,722,182,2025-04-27,5.0,CASE,RT05_OVERSUPPLY,1381.5,RSM,,SCRAP,REJECTED
9703,CN0009703,40680,248573,277,291,2025-10-03,2.0,CASE,RT04_QUALITY,976.01,RSM,,SCRAP,APPROVED
9704,CN0009704,2579,15990,615,282,2025-02-11,2.0,CASE,RT01_NEAR_EXPIRY,464.38,AUTO,,VENDOR_RECOVERY,PENDING
9705,CN0009705,75177,459373,59,79,2026-06-03,17.0,EACH,RT01_NEAR_EXPIRY,22.28,AUTO,,SCRAP,APPROVED
9706,CN0009706,69338,424050,471,76,2026-04-09,1.0,CASE,RT02_DAMAGE_TRANSIT,908.52,AUTO,,SCRAP,REJECTED
9707,CN0009707,32493,198738,184,200,2025-08-12,2.0,CASE,RT04_QUALITY,921.65,ASM,,SCRAP,PENDING
9708,CN0009708,71589,437870,182,15,2026-04-30,2.0,CASE,RT05_OVERSUPPLY,4444.74,AUTO,,RESTOCK,APPROVED
9709,CN0009709,25443,156049,186,5,2025-07-07,22.0,EACH,RT01_NEAR_EXPIRY,4.83,AUTO,,SCRAP,APPROVED
9710,CN0009710,55547,339432,475,18,2025-12-31,5.0,CASE,RT03_WRONG_SKU,3154.76,RSM,,VENDOR_RECOVERY,APPROVED
9711,CN0009711,6449,39475,320,92,2025-03-01,-4.0,CASE,RT02_DAMAGE_TRANSIT,299.4,AUTO,,SCRAP,APPROVED
9712,CN0009712,68434,418506,525,7,2026-04-17,7.0,CASE,RT02_DAMAGE_TRANSIT,437.6,ASM,,RESTOCK,REJECTED
9713,CN0009713,35088,214543,593,329,2025-09-07,52.0,EACH,RT05_OVERSUPPLY,41.01,ASM,,VENDOR_RECOVERY,REJECTED
9714,CN0009714,48033,293644,44,140,2025-11-13,3.0,EACH,RT01_NEAR_EXPIRY,65.66,ASM,,RESTOCK,APPROVED
9715,CN0009715,80699,493403,385,15,2026-06-30,1.0,CASE,RT05_OVERSUPPLY,3300.18,RSM,,RESTOCK,APPROVED
9716,CN0009716,81860,500492,485,16,2026-07-06,1.0,CASE,RT01_NEAR_EXPIRY,704.92,AUTO,,SCRAP,REJECTED
9717,CN0009717,10184,62843,251,170,2025-04-02,1.0,CASE,RT02_DAMAGE_TRANSIT,2362.08,ASM,,RESTOCK,PENDING
9718,CN0009718,14463,88875,252,13,2025-04-26,9.0,CASE,RT01_NEAR_EXPIRY,424.25,RSM,,SCRAP,REJECTED
9719,CN0009719,65307,399477,620,8,2026-03-26,6.0,CASE,RT02_DAMAGE_TRANSIT,668.21,AUTO,,SCRAP,PENDING
9720,CN0009720,21271,130543,83,133,2025-06-04,15.0,EACH,RT05_OVERSUPPLY,4.02,AUTO,,VENDOR_RECOVERY,PENDING
9721,CN0009721,44733,273690,105,232,2025-10-30,1.0,CASE,RT02_DAMAGE_TRANSIT,781.76,RSM,,RESTOCK,REJECTED
9722,CN0009722,17106,104868,470,223,2025-04-30,1.0,CASE,RT02_DAMAGE_TRANSIT,3592.08,ASM,,SCRAP,REJECTED
9723,CN0009723,1096,6749,440,128,2025-01-21,2.0,CASE,RT04_QUALITY,661.65,ASM,,SCRAP,REJECTED
9724,CN0009724,17080,104736,714,225,2025-05-20,1.0,EACH,RT04_QUALITY,2.65,ASM,,RESTOCK,APPROVED
9725,CN0009725,54102,330547,180,31,2026-01-05,3.0,CASE,RT02_DAMAGE_TRANSIT,1523.44,ASM,,VENDOR_RECOVERY,APPROVED
9726,CN0009726,12656,77892,477,313,2025-04-11,1.0,CASE,RT04_QUALITY,289.53,AUTO,,RESTOCK,PENDING
9727,CN0009727,5316,32539,107,80,2025-02-13,1.0,CASE,RT01_NEAR_EXPIRY,88.64,ASM,,RESTOCK,APPROVED
9728,CN0009728,1107,6803,287,292,2025-01-24,1.0,CASE,RT02_DAMAGE_TRANSIT,279.24,AUTO,,VENDOR_RECOVERY,APPROVED
9729,CN0009729,9630,59470,256,94,2025-03-12,1.0,CASE,RT05_OVERSUPPLY,2978.55,ASM,,SCRAP,PENDING
9730,CN0009730,59162,361634,478,104,2026-02-09,2.0,CASE,RT03_WRONG_SKU,38.4,AUTO,,SCRAP,PENDING
9731,CN0009731,75594,461871,153,338,2026-05-19,1.0,CASE,RT03_WRONG_SKU,2651.46,AUTO,,SCRAP,PENDING
9732,CN0009732,24529,150508,593,191,2025-06-13,1.0,EACH,RT02_DAMAGE_TRANSIT,3.13,ASM,,SCRAP,APPROVED
9733,CN0009733,14901,91566,120,11,2025-04-26,6.0,CASE,RT01_NEAR_EXPIRY,2283.67,ASM,,SCRAP,PENDING
9734,CN0009734,61910,378535,49,330,2026-03-07,75.0,EACH,RT01_NEAR_EXPIRY,119.08,AUTO,,RESTOCK,APPROVED
9735,CN0009735,15191,93382,475,258,2025-04-26,2.0,CASE,RT01_NEAR_EXPIRY,1810.72,AUTO,,VENDOR_RECOVERY,REJECTED
9736,CN0009736,29616,181242,515,216,2025-08-13,2.0,CASE,RT05_OVERSUPPLY,546.34,ASM,,VENDOR_RECOVERY,APPROVED
9737,CN0009737,58841,359755,435,229,2026-01-27,1.0,CASE,RT02_DAMAGE_TRANSIT,669.81,AUTO,,SCRAP,REJECTED
9738,CN0009738,21595,132467,496,63,2025-06-02,3.0,CASE,RT01_NEAR_EXPIRY,93.23,AUTO,,SCRAP,REJECTED
9739,CN0009739,43672,267235,167,178,2025-10-22,1.0,CASE,RT04_QUALITY,584.74,ASM,,SCRAP,APPROVED
9740,CN0009740,50447,308216,120,159,2025-11-29,2.0,CASE,RT05_OVERSUPPLY,1047.01,AUTO,,SCRAP,PENDING
9741,CN0009741,70618,431870,390,40,2026-04-22,3.0,CASE,RT01_NEAR_EXPIRY,657.9,ASM,,RESTOCK,APPROVED
9742,CN0009742,49460,302425,520,163,2025-11-29,3.0,CASE,RT01_NEAR_EXPIRY,75.49,ASM,,RESTOCK,REJECTED
9743,CN0009743,72733,444779,172,289,2026-04-25,6.0,CASE,RT01_NEAR_EXPIRY,52.5,ASM,,SCRAP,APPROVED
9744,CN0009744,33332,204043,207,328,2025-09-03,6.0,CASE,RT02_DAMAGE_TRANSIT,702.54,AUTO,,RESTOCK,APPROVED
9745,CN0009745,71668,438355,714,253,2026-04-25,1.0,CASE,RT03_WRONG_SKU,590.34,ASM,,SCRAP,APPROVED
9746,CN0009746,29712,181829,196,193,2025-08-10,1.0,CASE,RT03_WRONG_SKU,291.82,ASM,,RESTOCK,REJECTED
9747,CN0009747,12187,74974,278,144,2025-04-02,142.0,EACH,RT06_COLD_CHAIN_BREACH,159.24,AUTO,,SCRAP,APPROVED
9748,CN0009748,61293,374734,271,7,2026-02-27,1.0,CASE,RT02_DAMAGE_TRANSIT,445.75,ASM,,RESTOCK,PENDING
9749,CN0009749,53931,329432,23,205,2026-01-13,1.0,CASE,RT05_OVERSUPPLY,3905.71,RSM,,SCRAP,APPROVED
9750,CN0009750,32974,201824,442,180,2025-08-07,34.0,EACH,RT05_OVERSUPPLY,171.1,AUTO,,SCRAP,APPROVED
9751,CN0009751,64438,394110,380,95,2026-03-16,3.0,CASE,RT05_OVERSUPPLY,582.37,AUTO,,SCRAP,REJECTED
9752,CN0009752,17511,107349,410,329,2025-05-08,5.0,EACH,RT02_DAMAGE_TRANSIT,23.29,AUTO,,RESTOCK,PENDING
9753,CN0009753,68580,419417,641,309,2026-04-11,7.0,CASE,RT02_DAMAGE_TRANSIT,265.93,ASM,,RESTOCK,APPROVED
9754,CN0009754,49297,301436,518,186,2025-12-04,1.0,CASE,RT02_DAMAGE_TRANSIT,440.3,ASM,,VENDOR_RECOVERY,PENDING
9755,CN0009755,9507,58601,515,298,2025-03-21,8.0,CASE,RT05_OVERSUPPLY,461.66,ASM,,SCRAP,APPROVED
9756,CN0009756,51251,313223,20,86,2025-12-27,-2.0,CASE,RT03_WRONG_SKU,1227.48,RSM,,RESTOCK,REJECTED
9757,CN0009757,21369,131078,467,284,2025-06-17,1.0,EACH,RT03_WRONG_SKU,5.12,ASM,,VENDOR_RECOVERY,REJECTED
9758,CN0009758,46773,285983,43,268,2025-11-11,-1.0,CASE,RT04_QUALITY,443.57,ASM,,RESTOCK,REJECTED
9759,CN0009759,29054,177896,686,152,2025-07-13,116.0,EACH,RT02_DAMAGE_TRANSIT,20.99,AUTO,,SCRAP,PENDING
9760,CN0009760,38096,232669,171,33,2025-09-07,1.0,EACH,RT05_OVERSUPPLY,50.66,AUTO,,SCRAP,PENDING
9761,CN0009761,5363,32839,176,272,2025-02-19,37.0,EACH,RT02_DAMAGE_TRANSIT,63.24,RSM,,RESTOCK,APPROVED
9762,CN0009762,26345,161509,595,126,2025-07-12,6.0,CASE,RT02_DAMAGE_TRANSIT,22.47,ASM,,RESTOCK,APPROVED
9763,CN0009763,21247,130392,344,270,2025-05-25,2.0,CASE,RT04_QUALITY,2532.54,AUTO,,RESTOCK,PENDING
9764,CN0009764,80721,493542,181,228,2026-06-27,-3.0,CASE,RT01_NEAR_EXPIRY,1243.33,RSM,,RESTOCK,PENDING
9765,CN0009765,9650,59602,686,177,2025-03-07,1.0,CASE,RT02_DAMAGE_TRANSIT,1434.29,AUTO,,RESTOCK,PENDING
9766,CN0009766,42487,259856,722,71,2025-11-02,1.0,CASE,RT05_OVERSUPPLY,259.66,AUTO,,SCRAP,APPROVED
9767,CN0009767,80025,489240,543,216,2026-06-14,3.0,CASE,RT05_OVERSUPPLY,448.84,ASM,,RESTOCK,PENDING
9768,CN0009768,30464,186494,562,112,2025-08-14,2.0,CASE,RT06_COLD_CHAIN_BREACH,146.1,AUTO,,RESTOCK,APPROVED
9769,CN0009769,4497,27592,717,262,2025-02-11,1.0,CASE,RT03_WRONG_SKU,5019.05,ASM,,SCRAP,PENDING
9770,CN0009770,62131,379849,529,116,2026-02-23,2.0,CASE,RT03_WRONG_SKU,1192.07,AUTO,,SCRAP,APPROVED
9771,CN0009771,26870,164751,405,244,2025-06-29,1.0,EACH,RT01_NEAR_EXPIRY,143.83,RSM,,RESTOCK,APPROVED
9772,CN0009772,376,2297,226,331,2025-01-07,2.0,CASE,RT01_NEAR_EXPIRY,3535.8,RSM,,VENDOR_RECOVERY,APPROVED
9773,CN0009773,54824,334930,137,130,2026-01-09,9.0,CASE,RT01_NEAR_EXPIRY,435.67,RSM,,SCRAP,REJECTED
9774,CN0009774,9041,55788,94,276,2025-03-18,51.0,EACH,RT04_QUALITY,48.93,ASM,,SCRAP,PENDING
9775,CN0009775,55361,338333,517,69,2026-01-25,5.0,CASE,RT02_DAMAGE_TRANSIT,208.23,RSM,,VENDOR_RECOVERY,APPROVED
9776,CN0009776,52020,317975,529,85,2025-12-14,1.0,CASE,RT01_NEAR_EXPIRY,122.61,RSM,,SCRAP,PENDING
9777,CN0009777,8797,54168,410,298,2025-03-02,1.0,CASE,RT06_COLD_CHAIN_BREACH,703.11,RSM,,SCRAP,PENDING
9778,CN0009778,5353,32771,588,295,2025-02-08,8.0,CASE,RT02_DAMAGE_TRANSIT,1810.26,AUTO,,SCRAP,APPROVED
9779,CN0009779,60366,369175,41,56,2026-02-15,2.0,CASE,RT03_WRONG_SKU,764.28,RSM,,VENDOR_RECOVERY,PENDING
9780,CN0009780,735,4540,647,72,2025-01-20,7.0,EACH,RT02_DAMAGE_TRANSIT,34.64,ASM,,VENDOR_RECOVERY,APPROVED
9781,CN0009781,41049,250761,202,319,2025-10-02,6.0,CASE,RT06_COLD_CHAIN_BREACH,3949.9,ASM,,SCRAP,APPROVED
9782,CN0009782,28057,171928,608,102,2025-07-15,2.0,CASE,RT03_WRONG_SKU,1163.69,RSM,,SCRAP,REJECTED
9783,CN0009783,70596,431744,617,332,2026-04-23,3.0,CASE,RT05_OVERSUPPLY,1503.45,AUTO,,SCRAP,APPROVED
9784,CN0009784,31291,191454,22,30,2025-08-15,2.0,CASE,RT02_DAMAGE_TRANSIT,883.93,RSM,,RESTOCK,REJECTED
9785,CN0009785,56384,344704,195,188,2026-01-15,2.0,CASE,RT02_DAMAGE_TRANSIT,59.29,AUTO,,VENDOR_RECOVERY,APPROVED
9786,CN0009786,39450,241040,323,113,2025-09-28,7.0,CASE,RT04_QUALITY,163.9,RSM,,SCRAP,PENDING
9787,CN0009787,46104,281892,699,203,2025-11-23,2.0,CASE,RT02_DAMAGE_TRANSIT,1184.84,RSM,,SCRAP,APPROVED
9788,CN0009788,27659,169550,583,154,2025-07-02,6.0,CASE,RT04_QUALITY,395.08,ASM,,VENDOR_RECOVERY,APPROVED
9789,CN0009789,21642,132741,677,58,2025-05-31,3.0,CASE,RT05_OVERSUPPLY,376.73,AUTO,,SCRAP,REJECTED
9790,CN0009790,21498,131881,130,74,2025-06-06,2.0,CASE,RT03_WRONG_SKU,905.86,ASM,,RESTOCK,APPROVED
9791,CN0009791,74339,454291,103,130,2026-05-19,1.0,CASE,RT02_DAMAGE_TRANSIT,889.46,ASM,,SCRAP,REJECTED
9792,CN0009792,12843,78968,580,86,2025-04-02,1.0,CASE,RT04_QUALITY,1194.58,AUTO,,SCRAP,APPROVED
9793,CN0009793,62566,382613,621,306,2026-02-24,3.0,CASE,RT05_OVERSUPPLY,637.73,AUTO,,RESTOCK,REJECTED
9794,CN0009794,4163,25621,684,24,2025-02-06,-210.0,EACH,RT04_QUALITY,56.19,ASM,,RESTOCK,PENDING
9795,CN0009795,64884,396805,455,32,2026-03-08,6.0,CASE,RT01_NEAR_EXPIRY,212.58,RSM,,SCRAP,APPROVED
9796,CN0009796,27584,169082,458,205,2025-07-22,1.0,CASE,RT01_NEAR_EXPIRY,4155.11,AUTO,,RESTOCK,PENDING
9797,CN0009797,14573,89511,30,102,2025-04-08,63.0,EACH,RT01_NEAR_EXPIRY,30.78,ASM,,RESTOCK,PENDING
9798,CN0009798,38557,235569,304,7,2025-10-03,6.0,EACH,RT01_NEAR_EXPIRY,26.0,RSM,,SCRAP,PENDING
9799,CN0009799,6719,41151,410,92,2025-02-28,39.0,EACH,RT05_OVERSUPPLY,138.13,ASM,,SCRAP,REJECTED
9800,CN0009800,76390,466872,533,193,2026-05-15,4.0,CASE,RT01_NEAR_EXPIRY,150.5,AUTO,,SCRAP,REJECTED
9801,CN0009801,45462,277996,535,37,2025-10-30,1.0,CASE,RT02_DAMAGE_TRANSIT,1407.06,AUTO,,SCRAP,APPROVED
9802,CN0009802,23614,144840,167,98,2025-06-22,1.0,CASE,RT02_DAMAGE_TRANSIT,210.82,ASM,,SCRAP,REJECTED
9803,CN0009803,80173,490146,617,8,2026-06-27,1.0,CASE,RT03_WRONG_SKU,607.64,ASM,,VENDOR_RECOVERY,PENDING
9804,CN0009804,72274,442029,473,203,2026-05-06,1.0,EACH,RT01_NEAR_EXPIRY,60.93,ASM,,VENDOR_RECOVERY,PENDING
9805,CN0009805,37717,230316,519,295,2025-09-21,2.0,CASE,RT04_QUALITY,1034.44,AUTO,,SCRAP,PENDING
9806,CN0009806,33526,205248,535,93,2025-08-29,6.0,CASE,RT04_QUALITY,632.18,AUTO,,SCRAP,PENDING
9807,CN0009807,31898,195146,318,197,2025-08-04,1.0,CASE,RT06_COLD_CHAIN_BREACH,2068.29,AUTO,,SCRAP,PENDING
9808,CN0009808,81821,500219,56,213,2026-06-25,1.0,CASE,RT02_DAMAGE_TRANSIT,764.85,RSM,,RESTOCK,PENDING
9809,CN0009809,60930,372543,633,37,2026-02-27,143.0,EACH,RT01_NEAR_EXPIRY,11.05,RSM,,RESTOCK,PENDING
9810,CN0009810,8709,53603,411,234,2025-03-03,2.0,CASE,RT01_NEAR_EXPIRY,1059.33,ASM,,VENDOR_RECOVERY,REJECTED
9811,CN0009811,31441,192372,210,307,2025-08-12,1.0,CASE,RT01_NEAR_EXPIRY,381.21,ASM,,SCRAP,APPROVED
9812,CN0009812,65452,400371,221,274,2026-03-26,1.0,CASE,RT04_QUALITY,2899.06,RSM,,SCRAP,REJECTED
9813,CN0009813,11906,73235,513,232,2025-03-23,4.0,CASE,RT02_DAMAGE_TRANSIT,1151.04,AUTO,,SCRAP,PENDING
9814,CN0009814,73610,449984,28,298,2026-05-22,165.0,EACH,RT04_QUALITY,57.16,AUTO,,SCRAP,APPROVED
9815,CN0009815,17050,104575,217,159,2025-05-18,6.0,CASE,RT01_NEAR_EXPIRY,1151.66,RSM,,VENDOR_RECOVERY,APPROVED
9816,CN0009816,78906,482305,677,128,2026-06-26,1.0,CASE,RT05_OVERSUPPLY,2151.76,AUTO,,RESTOCK,APPROVED
9817,CN0009817,51619,315549,264,242,2025-12-20,22.0,EACH,RT02_DAMAGE_TRANSIT,19.04,RSM,,SCRAP,REJECTED
9818,CN0009818,35776,218670,610,141,2025-09-17,4.0,CASE,RT01_NEAR_EXPIRY,939.74,ASM,,RESTOCK,APPROVED
9819,CN0009819,68113,416530,64,326,2026-04-19,2.0,CASE,RT06_COLD_CHAIN_BREACH,262.15,ASM,,RESTOCK,APPROVED
9820,CN0009820,75460,461047,28,99,2026-05-09,3.0,CASE,RT01_NEAR_EXPIRY,4981.3,AUTO,,SCRAP,REJECTED
9821,CN0009821,45772,279893,200,22,2025-11-16,4.0,CASE,RT01_NEAR_EXPIRY,72.63,AUTO,,SCRAP,APPROVED
9822,CN0009822,21041,129163,386,140,2025-06-11,21.0,EACH,RT03_WRONG_SKU,11.71,AUTO,,SCRAP,APPROVED
9823,CN0009823,37350,228147,186,104,2025-09-11,1.0,CASE,RT06_COLD_CHAIN_BREACH,74.13,AUTO,,RESTOCK,PENDING
9824,CN0009824,41574,254031,586,15,2025-10-03,1.0,CASE,RT05_OVERSUPPLY,1382.13,ASM,,SCRAP,APPROVED
9825,CN0009825,4419,27129,443,239,2025-02-07,85.0,EACH,RT01_NEAR_EXPIRY,36.06,RSM,,VENDOR_RECOVERY,PENDING
9826,CN0009826,1609,9797,105,198,2025-01-22,1.0,CASE,RT04_QUALITY,2314.4,AUTO,,RESTOCK,APPROVED
9827,CN0009827,59671,364899,519,232,2026-02-14,4.0,CASE,RT06_COLD_CHAIN_BREACH,834.26,RSM,,SCRAP,APPROVED
9828,CN0009828,8913,54909,673,182,2025-03-29,4.0,EACH,RT02_DAMAGE_TRANSIT,24.29,ASM,,SCRAP,REJECTED
9829,CN0009829,16256,99849,365,202,2025-05-08,1.0,CASE,RT01_NEAR_EXPIRY,341.87,ASM,,SCRAP,APPROVED
9830,CN0009830,32128,196527,91,208,2025-08-01,99.0,EACH,RT02_DAMAGE_TRANSIT,45.55,RSM,,RESTOCK,REJECTED
9831,CN0009831,36039,220257,343,144,2025-09-13,2.0,CASE,RT01_NEAR_EXPIRY,3177.72,ASM,,VENDOR_RECOVERY,REJECTED
9832,CN0009832,10520,64857,254,165,2025-04-02,3.0,CASE,RT04_QUALITY,467.46,ASM,,RESTOCK,PENDING
9833,CN0009833,20148,123663,144,208,2025-05-21,1.0,CASE,RT02_DAMAGE_TRANSIT,854.73,ASM,,SCRAP,REJECTED
9834,CN0009834,76947,470213,7,96,2026-05-20,-3.0,CASE,RT01_NEAR_EXPIRY,2055.17,ASM,,RESTOCK,APPROVED
9835,CN0009835,39935,244111,435,87,2025-10-04,4.0,CASE,RT03_WRONG_SKU,817.46,ASM,,RESTOCK,APPROVED
9836,CN0009836,61007,373015,382,11,2026-02-27,24.0,EACH,RT03_WRONG_SKU,96.02,RSM,,RESTOCK,APPROVED
9837,CN0009837,69143,422888,688,217,2026-04-07,36.0,EACH,RT04_QUALITY,128.83,RSM,,VENDOR_RECOVERY,APPROVED
9838,CN0009838,34448,210643,660,186,2025-08-29,1.0,CASE,RT05_OVERSUPPLY,251.12,AUTO,,SCRAP,PENDING
9839,CN0009839,48684,297717,586,126,2025-12-01,1.0,CASE,RT06_COLD_CHAIN_BREACH,133.17,ASM,,SCRAP,APPROVED
9840,CN0009840,46058,281638,197,102,2025-10-31,1.0,CASE,RT02_DAMAGE_TRANSIT,770.83,AUTO,,VENDOR_RECOVERY,APPROVED
9841,CN0009841,80832,494197,296,30,2026-06-30,4.0,CASE,RT04_QUALITY,187.67,RSM,,RESTOCK,APPROVED
9842,CN0009842,225,1356,190,19,2025-01-30,1.0,CASE,RT05_OVERSUPPLY,937.68,AUTO,,RESTOCK,PENDING
9843,CN0009843,6832,41842,10,154,2025-03-11,14.0,EACH,RT02_DAMAGE_TRANSIT,88.88,RSM,,SCRAP,APPROVED
9844,CN0009844,58398,357115,661,122,2026-02-03,5.0,CASE,RT01_NEAR_EXPIRY,112.52,AUTO,,SCRAP,REJECTED
9845,CN0009845,54621,333655,217,74,2026-01-18,46.0,EACH,RT04_QUALITY,29.03,ASM,,SCRAP,APPROVED
9846,CN0009846,44601,272934,701,22,2025-10-25,5.0,CASE,RT02_DAMAGE_TRANSIT,32.14,RSM,,SCRAP,PENDING
9847,CN0009847,44903,274738,267,312,2025-10-26,10.0,CASE,RT01_NEAR_EXPIRY,311.71,AUTO,,SCRAP,APPROVED
9848,CN0009848,71954,440025,226,148,2026-04-21,1.0,CASE,RT05_OVERSUPPLY,167.26,ASM,,RESTOCK,APPROVED
9849,CN0009849,82495,504379,553,93,2026-07-15,6.0,CASE,RT02_DAMAGE_TRANSIT,2904.73,RSM,,SCRAP,REJECTED
9850,CN0009850,6163,37741,222,183,2025-03-06,1.0,CASE,RT01_NEAR_EXPIRY,274.53,AUTO,,RESTOCK,APPROVED
9851,CN0009851,36193,221219,370,221,2025-09-21,28.0,EACH,RT04_QUALITY,17.7,RSM,,SCRAP,APPROVED
9852,CN0009852,57390,351059,10,106,2026-02-07,9.0,CASE,RT04_QUALITY,945.03,AUTO,,SCRAP,PENDING
9853,CN0009853,43444,265810,485,150,2025-11-10,8.0,CASE,RT01_NEAR_EXPIRY,586.49,AUTO,,SCRAP,REJECTED
9854,CN0009854,52048,318110,118,245,2025-12-11,19.0,EACH,RT02_DAMAGE_TRANSIT,18.26,RSM,,SCRAP,APPROVED
9855,CN0009855,48671,297640,507,228,2025-11-17,5.0,CASE,RT01_NEAR_EXPIRY,1351.25,RSM,,VENDOR_RECOVERY,APPROVED
9856,CN0009856,1839,11262,38,229,2025-01-17,109.0,EACH,RT01_NEAR_EXPIRY,23.35,RSM,,SCRAP,REJECTED
9857,CN0009857,80202,490329,19,227,2026-06-21,1.0,CASE,RT05_OVERSUPPLY,839.29,RSM,,VENDOR_RECOVERY,REJECTED
9858,CN0009858,22985,140963,566,109,2025-06-17,5.0,CASE,RT05_OVERSUPPLY,1834.75,ASM,,SCRAP,REJECTED
9859,CN0009859,76033,464645,703,155,2026-05-31,1.0,CASE,RT01_NEAR_EXPIRY,129.66,RSM,,SCRAP,REJECTED
9860,CN0009860,46631,285056,648,192,2025-11-27,1.0,CASE,RT05_OVERSUPPLY,2278.51,RSM,,SCRAP,REJECTED
9861,CN0009861,19760,121314,656,24,2025-05-16,-1.0,CASE,RT03_WRONG_SKU,578.26,ASM,,RESTOCK,REJECTED
9862,CN0009862,70475,431012,351,169,2026-04-15,3.0,CASE,RT01_NEAR_EXPIRY,410.3,AUTO,,SCRAP,PENDING
9863,CN0009863,34790,212694,441,14,2025-08-21,-1.0,CASE,RT02_DAMAGE_TRANSIT,325.34,ASM,,VENDOR_RECOVERY,REJECTED
9864,CN0009864,29049,177862,595,170,2025-07-12,1.0,CASE,RT02_DAMAGE_TRANSIT,2209.22,AUTO,,RESTOCK,APPROVED
9865,CN0009865,8076,49631,230,162,2025-03-21,3.0,CASE,RT06_COLD_CHAIN_BREACH,1410.95,RSM,,RESTOCK,PENDING
9866,CN0009866,18171,111434,207,169,2025-05-16,1.0,CASE,RT03_WRONG_SKU,915.72,ASM,,VENDOR_RECOVERY,REJECTED
9867,CN0009867,68006,415869,362,273,2026-04-06,2.0,CASE,RT05_OVERSUPPLY,530.51,AUTO,,RESTOCK,PENDING
9868,CN0009868,51564,315204,285,272,2025-12-29,23.0,EACH,RT02_DAMAGE_TRANSIT,45.49,RSM,,RESTOCK,PENDING
9869,CN0009869,69553,425297,356,94,2026-04-03,1.0,CASE,RT05_OVERSUPPLY,1186.78,AUTO,,VENDOR_RECOVERY,PENDING
9870,CN0009870,68001,415831,99,254,2026-03-30,1.0,CASE,RT02_DAMAGE_TRANSIT,688.86,AUTO,,VENDOR_RECOVERY,REJECTED
9871,CN0009871,61649,376961,617,23,2026-02-20,-4.0,CASE,RT05_OVERSUPPLY,112.88,AUTO,,SCRAP,REJECTED
9872,CN0009872,60604,370661,98,127,2026-02-21,4.0,CASE,RT02_DAMAGE_TRANSIT,885.22,AUTO,,RESTOCK,APPROVED
9873,CN0009873,39744,242887,657,167,2025-10-16,7.0,CASE,RT01_NEAR_EXPIRY,1096.94,ASM,,SCRAP,PENDING
